user,tweet,hashtag,location
wolferic12,@sech28 Same Bro,,"Hannover, Deutschland"
Sebashomaa,Ana nefsy ala2y my music partner bgadddd,,"Hannover, Deutschland🇩🇪"
Rako_2003,@ViciousVideos please no old stuff,,"Hannover, Germany"
PhilippSiemens,Can someone help me? #Instagram My instagramm account got hacked but I could change my password fast enough. Now they acctivated a backupcode which I neeed to log in which I dont have. I have my email and psw but dont have new pictures of me to use that for verification.,['Instagram'],"Hannover, Deutschland"
Leon_rdlf,2022 in a (nut)shell @EddyEdenstein https://t.co/ocD2dvuVTH,,"Hannover, Deutschland"
Leon_rdlf,@EddyEdenstein der hs,,"Hannover, Deutschland"
Hank_Schramm,"@janboehm DJ, cool.",,Hannover 
scheer_daniela,"@denkraumverzerr 
All the best 🎂 ! https://t.co/PurqraK2xR",,"Hannover, Deutschland"
FrankGehrmann11,"The Specials - A Message To You, Rudi https://t.co/lTjbYRFTY0 via @YouTube Tribute to Terry Hall died with 63 years",,"Laatzen, Deutschland"
Niklas_KKK,@schwarzundgelb1 @bvbnewsblog Agree 👍🏻,,Hannover 
Raiin_Dropps,@untenerin What?,,"Hanover, Lower Saxony"
NiceGuyBen_lol,@libanjames42 Whats the collector doing there,,"Hannover, Deutschland"
PavloPakshyn,"Wednesday - Paint it Black, Melody - Free Sheet Music and TABS(on YouTube) https://t.co/rKCbnZmrpw",,"Hannover, Germany"
IhbeManfred,@popupanna Nein,,Hannover
GlienkeStephan,"@HannahChukwuu Well, I don't know you, a comment of one of my contacts brought you to my timeline, however: seeing you all excited and happy makes me happy. Congratulations! All the best to you and I wish you a  life filled with happiness and joy together! ♥️",,Hannover
DocZet,@Urs_Mansmann Pic or it didn't happen ;-),,"Hannover, Germany"
Maiimouna,@_noujoum Oh noooo,,Hannover
CoachKnapovic,@KarlPlaysFM At the end of my first season I can now buy out one of Henderson's clauses for 2million :D,,"Hannover, Germany"
Inulein,@BlueberryyMika Thank you Bby ♡,,Hannover
ArndtVogel,"🔥Molecular classification of appendiceal adenocarcinoma
@JCO_ASCO 
https://t.co/fitcM2MZqf
✅164 pts MSK-IMPACT
👉25% druggable🎯GA
✅3 subtypes:
👉mRAS,GNAS WT, TP53 WT: clinically indolent
👉mGNAS: CTx resistant 
👉mTP53: aggressive, highly aneuploid 
@myESMO @OncoAlert https://t.co/sKaONYjIjq",,Hannover
KarstenBeinhorn,"@energyisle @visevic Does the carbon remain in the soil when the tree is felled, e.g. when coppicing?",,"Göttingen, Hannover "
zlemTrkan14,"I'm so glad that Kongkwans classmates are smart enough and so kind to her 🥺😭 and so proud of Soda that she apologized to Kongkwan 💖💖
But I'm so sorry for Phukao 😭😭 what he went thorough is a lot 😢😢Plus sacrifice for his grandparents 😭😭
#10YearsTicketEP3 https://t.co/2L2alDxWeA",['10YearsTicketEP3'],"Hannover, Deutschland"
rockdaspotagent,Felon At 17 To Millionaire At 23 #entrepreneur #amazon #passiveincome #e... https://t.co/LkaOFXsTyR via @YouTube,"['entrepreneur', 'amazon', 'passiveincome', 'e']","Hanover, Lower Saxony"
wolferic12,@idrojH96 @96HSV1896 @s04 Pleite Club,,"Hannover, Deutschland"
Lordserperior1,"@Lewchube I have no complex reasoning, I just think Frigibax is ugly. https://t.co/mBM3Fh9SMn",,"Hannover, Germany"
rockdaspotagent,What Happens on This Secluded US Government Owned Island? #shorts https://t.co/FfitDjxsB2 via @YouTube,['shorts'],"Hanover, Lower Saxony"
senior_witch,@LIONLOVERS5 I hope they will finally settle down.,,Hannover
keviii99,@EliasN97 @ewakasidney @Niklas_Wilson_ @SolutionPlayz @mcky_tv die Earnings sind da,,Hannover
jill_king77,@saribethrose if anything they should rename 'slavery' to 'enslavement' to remind everyone that people were put in this position forcefully rather than exist like it as a natural state.,,"hannover, germany"
jill_king77,"@hamizmahmud @NasimiShabnam then ban it for men, too. what a ridiculous talking point of yours. r/whoosh.",,"hannover, germany"
mischinelli,@TiMoCoDesign @LucyWoodslucy70 @markrally 🤔350M x 4 week= 1.4Billion   1.4Billion x 12 Months= 16.8 Billions….still loosing 23.2 Billions per year 🤦🏻‍♂️,,"Hanover, Lower Saxony"
rockdaspotagent,This Is Why Jews Don't Convert To Christianity #shorts https://t.co/bSCKJGZyl8 via @YouTube,['shorts'],"Hanover, Lower Saxony"
PSchrTi,"@JamieASmith06 @SimonaSeastrand @TerribleMaps Yes, I think they took the longest stretch of India an layed that around India",,"Hannover, Deutschland"
GlienkeStephan,"@WmGlennGray Those Nazi themed novels are a genre of it's own. One should really do some more research on it. Topics, perception, audience and whether current events like law suits had inspired the authors.",,Hannover
Mike_Reset,@YourOverwatchYT @A_Seagull @imAVRL Fuck yeah my man. Ive waited a Long Time for you to start another podcast!,,Hannover
TopSparen,"Crocs Unisex Bayaband Clogs, Black White 😎😎
21,77€ statt  54,99€
https://t.co/zz5qOQPWY5",,Hannover
MRTNmusic_,@Grindr @PopBase Shady,,"Hannover, Deutschland"
Basti____Lang,"@elonmusk Why??? 🤔
I know it! 🤭
you too???🤔",,Hannover
MRTNmusic_,@Jensencalie @ThePopTingz You paid for a blue checkmark. Idk what's worse.,,"Hannover, Deutschland"
bjoernbeier,"@peer_rich Do you mean:
WAS HADDE DUDDE DA?",,Hannover
MRTNmusic_,"@DemitriLavifeld @Renx22_ @AliceGuccii @Interscope @ladygaga @Oreo @bobby_campbell @hauslabs They actually don't, because it's an illegal upload under a different name :( Besides that, it's still copyright infringement and should be removed",,"Hannover, Deutschland"
sharaj14,Gomez sucking in defence as usual 😆,,Hannover
SinanDenizIsik1,"@JamesGunn @JamesGunn Sir, please finish the storyline of the  Snyderverse. So Mandy Fans want this.",,"Hannover, Deutschland"
NightShieldMLP,"A little Gift for @LanceSky5  i hope your little sry looking at little Wired my drawing i hope you enjoy it^^

#pony #brony https://t.co/rBlwPn07Mi","['pony', 'brony']","Hameln, Deutschland"
LilyBlue13th,@itsdelikat great movie!,,"Hannover, Deutschland"
MRTNmusic_,"It's a long ass thread but it's worth it to be read, because it's all tea! ☕ https://t.co/zHiBptJwUR",,"Hannover, Deutschland"
LeFluffr6,"Streaming till I'm done 

https://t.co/wdt316Yd4X",,"Lehrte, Deutschland"
roughandbeloved,@adjustmentl4yer Cumwhore ✌🏻🤝🏻,,"Hannover, Deutschland"
hedyundolaf,@derKLKL7 So a Scheiss 😩😉🤣🤣🤣🤣🤣🤣🤣🤣,,"Mitte, Hannover"
HaiseIRLv7,@sopanenantti_ yeah XD,,"Hannover, Germany"
HaiseIRLv7,@DaniKakarot Thank you!✌️,,"Hannover, Germany"
rockdaspotagent,Antarctica on Ancient Maps? #joerogan #shorts #history #antarctica https://t.co/52BiOvoWSj via @YouTube,"['joerogan', 'shorts', 'history', 'antarctica']","Hanover, Lower Saxony"
Poakz44,@NevioV2 @AveriourTalents No Leaks,,Hannover city
rockdaspotagent,"1926 Restored Footage of Tulsa, Oklahoma showing the Tulsa Business Leag... https://t.co/fk05AmCPSI via @YouTube",,"Hanover, Lower Saxony"
Poakz44,@NevioV2 @AveriourTalents No leaks,,Hannover city
rockdaspotagent,How to hunt Amazon giant crabs - Discovery and life 🛠️📌 https://t.co/bol49szmJd via @YouTube,,"Hanover, Lower Saxony"
berlinscochise,"@eva_bohle @DooMiniK2k @nurdertim Toll, toll, toll!
#Pegelwichteln",['Pegelwichteln'],Hannover
rockdaspotagent,What's Hiding Behind The Trees... https://t.co/RrIWEjFCGz via @YouTube,,"Hanover, Lower Saxony"
ralph_stephan,"@Libtendo Das ist der Spirit! Keep on fightig, Pascal!",,Hannover
rockdaspotagent,Hotel Lobby @BluPrint01 @J4CKSON7 https://t.co/uMz82duFPo via @YouTube,,"Hanover, Lower Saxony"
Janreile1,@mondschaf23 Fuchs?,,Hannover
rockdaspotagent,The Unbelievable Cordyceps Mushroom #joerogan #shorts #nature https://t.co/00dMJup4wb via @YouTube,"['joerogan', 'shorts', 'nature']","Hanover, Lower Saxony"
rockdaspotagent,“Producers don’t deserve 50%” - #producergrind https://t.co/DYS7n4YSfL via @YouTube,['producergrind'],"Hanover, Lower Saxony"
rosalaut,The most wonderful time of the year! https://t.co/HOgQLk9DiF,,"Hannover, Germany"
rockdaspotagent,I’ve never seen anything like this but it’s incredible! SHARE if you lov... https://t.co/aij2NlarEy via @YouTube,,"Hanover, Lower Saxony"
darling_honey,TFT und LOL really manage to bring out my worst gamer personality. 🤣🤣🤣,,"Hannover, Deutschland"
rockdaspotagent,The Steelers vs 1000 People👀 #shorts (@comradedobler3407 ) https://t.co/HpNkX11IeP via @YouTube,['shorts'],"Hanover, Lower Saxony"
scheer_daniela,@Stephan535 Deal 🤜🤛,,"Hannover, Deutschland"
Jasmin30163,@LAfromLINY Thank you 🖤😀🖤 you too ☕😘😁🖤,,"Hannover, Deutschland"
AlexianNeumann,#RussianColonialism reversed ;) #FreeUkraine https://t.co/tsH9dAMsUh,"['RussianColonialism', 'FreeUkraine']","Hannover, Germany"
VeraKoenig,"@DieSnegge @KnuddelRabauken Run free, Napoleon! https://t.co/7eia5exQm4",,"Hannover, Germany"
xSariX,@nanoleaf @secretlabchairs @Brparadox #holidaytreat my holiday treats are cookies and chocolate. Good luck to u all 😊,['holidaytreat'],Hannover
MexxKite,"2 days to go, than I got 3 days off 🫠 #dailylifeofabookseller",['dailylifeofabookseller'],Hannover
Aulinho1896,"Oh Gary Gary, Gary Gary Gary Gary Anderson",,Hannover
shinyguy333,I‘m really excited! Love your art! https://t.co/nPGNgtDxIo,,"Hannover, Deutschland"
BluebeatShelter,"Pre-save my new single ""Time For Uplift (feat. Hemanifezt)"" on Spotify - Release 30 Dec.: https://t.co/S3TiqYeQZd (powered by @distrokid) 
On Bandcamp it's already live:
https://t.co/GMjiXtKzi5
Enjoy the season and stay safe!",,"Hannover, Deutschland"
raijufx,@AydenWrld send me that right nowww,,"Hannover, Deutschland"
CaptainAra84,@Fanny_Carbonnel Oh no 😢 I'm so sorry to hear that... Losing a friend and family member like that is devastating. I wish you all the strength you need to process this!,,"Hannover, Deutschland"
SaschaSebastian,"@Neightryder @JackPosobiec @MysteryGrove Which is weird, given the importance of family and especially a strong Patriarch is one of the central themes of the movie. 🤷🏻‍♂️",,"Hannover, Deutschland"
SinaAndaluz,@pfarrhaushund Oh. Wow. Super.,,Hannover 
monikaspvk,@AnneMarie YOU ARE RIGHT,,"Hannover, Germany "
SaschaSebastian,@JackPosobiec @MysteryGrove It was a pretty amazing movie though and I can only recommend it (to people who liked the first one at least) 🤷🏻‍♂️,,"Hannover, Deutschland"
Dr_Huettl,"20 years ago today, punk rock warlord legend Joe Strummer passed away🖤, gone but not forgotten #RIP @PunkRockStory https://t.co/FeFojJ54tx",['RIP'],Hannover 
GofERabbbit,"First they let lock down themselves
Then they let jab themselves until they have become drooling vegatables
Then they stop using their heating in winter and freeze to death
Then they stop using their shower
Then they stop travelling and start paying CO2 taxes ...🤔🤡 #humans https://t.co/TWRVSxYc4B",['humans'],"Hannover, Deutschland"
Spuernaeschen,@thoughtlarries I'm here for this narrative 🕯🕯🕯🕯🕯,,Hannover
JRehborn,Un. Fu. Cking. Fassbar. https://t.co/WPRgzTkxsk,,"Hannover, Deutschland"
EugestShirley,@AndrewSolender The sedition caucus. Again.,,Hanover
DarthSquig,"@hahoAnna Don‘t fall for propaganda on that level, please. Russia has been saying stuff like this since summer of last year, also.",,"Brussel (B), Hannover (D)"
GofERabbbit,"Vac   C inated
bo     O stered
          R
bo     O stered
vacci N ated
ho      A x",,"Hannover, Deutschland"
fox0mns,@everstake_pool @cosmos @NagatoDharma @TendermintTimmy @RobbStack_sats @DaveCosmonaut @JayJaboneta @catdotfish @Joshyysmartt @TochiXYZ @IBC_Cosmonaut What about mates staking with Everstake from the very beginning? Any incentives for them?,,"Hannover, Deutschland"
NICEANDSUNNY,"Some people get by with a whole lot more.
https://t.co/VpY9xwBTfU",,World
InviSan_Pubg,@JannesOfficial Kirby and the forgotten Land,,"Hannover, Germany"
Northface7896,@ella_morelle Joy halt,,"Hannover, Deutschland"
Northface7896,@la_divafabula Never,,"Hannover, Deutschland"
wolferic12,@Flostrohpriv Typische Flo Boy Knowledge,,"Hannover, Deutschland"
zlemTrkan14,@PB___NJ Oh nooo 🥺🥺 don't get ill 😱💖,,"Hannover, Deutschland"
NicoPoggenburg,@empyriangaming As a no patchnotes reader I think they did a good job. I hope for a lot meta changes next league but overall very enjoyable as a solo player,,"Hannover, Deutschland"
zlemTrkan14,Okay now I finished #10YearsTicketEP2 and I almost cried 🥺🥺 the kids are acting so good 😫😫💝💝 https://t.co/Xd2I93OLip,['10YearsTicketEP2'],"Hannover, Deutschland"
NeuschneeNord,@teasri Correct. -42F equals -41C,,"Hanover, Germany"
fynn_l_houdini,@acapell90440498 Crazy https://t.co/VDWGMDgn2v,,"Hannover, Deutschland"
LilyBlue13th,"@blakeleigh thank you so much for this swiftmas card. 
Much love to your fur baby 🫶
have a wonderful Christmas time. 💜

Love you 🥹🫶

#swiftmas https://t.co/zZ9BLWvCsS",['swiftmas'],"Hannover, Deutschland"
wolferic12,@prvtjoris True,,"Hannover, Deutschland"
Fisiko0810,@Tradermayne That sum is only one 100x lev trade away with 100k!,,"Hannover, Deutschland"
markmitdemc,"@ScarSacul Traveller
New Hong Kong Story
Star Wars
Warhammer
Vampires",,"Hannover, Deutschland"
DrechslerFabio,Rankkkkkk 🔥 https://t.co/QDUkWQfatB,,Hannover 
LetsPlayHistory,Thoreau verliert sein Idol 🧛‍♂️ VAMPYR #9 Let's Play #letsplay #historygames #youtube https://t.co/hFNHJxsuUI,"['letsplay', 'historygames', 'youtube']",Hannover
GlienkeStephan,"@waitmanb Circle Training. Occupy all the machines at once, then spread out all dumbbells, so people know you have been training hard.",,Hannover
Jasmin30163,@DollfaceSword @BayanHedonist Same here 😆,,"Hannover, Deutschland"
Jasmin30163,"@DollfaceSword You're doing well 😀🖤, just smile a little more😉🖤😆",,"Hannover, Deutschland"
Jasmin30163,@BayanHedonist It looks delicious 🖤😈🖤!!!!,,"Hannover, Deutschland"
Jasmin30163,"@woofknight Thank you very much 🖤😀🖤, I wish you the same🎄🎁🥳!!!",,"Hannover, Deutschland"
Jasmin30163,@1carolinagirl Thank you 🖤😀🖤!!! Have a wonderful and fulfilling day 🥳!!! I'm an absolute fan of Stephen King https://t.co/TWo4mGKdfA,,"Hannover, Deutschland"
SaschaSebastian,"@MCUPerfectGifs That movie needed a lot more thought out into it before they actually startet filming. Almost none of its parts really fit together while being pretty great at times when looked at by themselves. 

It’s just weird.",,"Hannover, Deutschland"
HaiseIRLv7,@Amy_Wiedy Thank you! ✌️,,"Hannover, Germany"
aktienboersen,"$TSLA Baillie Gifford: our latest views on Tesla and Elon Musk
#Tesla #ElonMusk
https://t.co/3tnbK7Beag
https://t.co/8YwkntPsM2","['Tesla', 'ElonMusk']","Hannover, Deutschland"
hedyundolaf,@1976Sweety Prost Sweety 🍷🍷🍷😂😍😍🤣🤣🤣,,"Mitte, Hannover"
KaiHornung,"@RemarkableArt @Ibarionex @seantuck @jefferysaddoris I will definitely have a listen, Matt! 

I can answer your question after listening to the talk. But I’m sure they were super fine without me 😉 sometimes it’s good to just listen instead of doing the talking. Jeffery &amp; Sean are surely great people to talk with though, I believe",,"Hannover, Deutschland"
jeonsuphoria,@pjmsre Do in mine,, she/ they • haj 
Jasmin30163,"@SSeeley92 Thank you 😀🖤! Wish you a wonderful, fantastic and happy day🧛‍♀️🦇🩸🖤!!! https://t.co/dyEZTHtvyf",,"Hannover, Deutschland"
hedyundolaf,@carloshundi Oh nein 😳😳😳,,"Mitte, Hannover"
RovcaninSanel,@Jokeeee_ @DBro_FFB Akers 💯 he‘s on a mission.,,
seahawk_82,@Nailfreak1 Make Up alle.,,Hannover
seahawk_82,@zerosum24 Daddy style,,Hannover
NeuschneeNord,@roter_pander Anner Nordsee,,"Hanover, Germany"
Jasmin30163,@Humorbot5point0 @horrormuseum I'm absolutely sure 😆😉 https://t.co/KmXU8wikRE,,"Hannover, Deutschland"
zlemTrkan14,"Finally got time to start with #10YearsTicket 
Ep 1 was good, let's see if I can handle the other EPs 😬😬",['10YearsTicket'],"Hannover, Deutschland"
Jasmin30163,@horrormuseum 😆I like it anyway!  It's special 🖤😉,,"Hannover, Deutschland"
zlemTrkan14,@Flammenflut It really is,,"Hannover, Deutschland"
hamza_t9,@Dorynemowali @NawazshrifMNS Ye Humpty Dumpty kon hai sis?😂,,"Hannover, Germany"
seahawk_82,@zerosum24 Like a fat child 🤮,,Hannover
jensonb0b,@AGONbyAOC Done 🫡,,"Basel, Switzerland"
Northface7896,@Jeanne_v_Darc Dam dam,,"Hannover, Deutschland"
